ID,state
0,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
1,MYC -- CCND1 -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- AKT1 -- CASP7
2,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
3,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- AKT1 -- CASP7
4,RBL2
5,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
6,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- CASP7
7,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
8,RBL2
9,RBL2
10,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
11,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CDK6 -- CASP7
12,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
13,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
14,RBL2
15,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
16,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
17,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
18,MYC -- CCND1 -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- AKT1 -- CASP7
19,MYC -- CCND1 -- E2F1 -- CYCS -- PTMA -- CDK6 -- AKT1 -- CASP7
20,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
21,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- AKT1 -- CASP7
22,MYC -- CCND1 -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- AKT1 -- CASP7
23,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
24,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
25,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
26,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CDK6 -- CASP7
27,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
28,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
29,MYC -- CCND1 -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- AKT1 -- CASP7
30,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
31,MYC -- CCND1 -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- AKT1 -- CASP7
32,MYC -- CCND1 -- E2F1 -- CYCS -- PTMA -- CDK6 -- AKT1 -- CASP7
33,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CDK6 -- CASP7
34,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
35,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- CASP7
36,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CDK6 -- AKT1 -- CASP7
37,MYC -- CCND1 -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- AKT1 -- CASP7
38,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CDK6 -- AKT1 -- CASP7
39,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
40,RBL2
41,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
42,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
43,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
44,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CDK6 -- CASP7
45,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
46,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
47,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CDK6 -- CASP7
48,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
49,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- CASP7
50,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
51,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
52,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
53,RBL2
54,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
55,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- CASP7
56,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- CASP7
57,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- CASP7
58,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
59,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CDK6 -- CASP7
60,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
61,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
62,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
63,MYC -- CCND1 -- E2F1 -- CYCS -- PTMA -- CDK6 -- AKT1 -- CASP7
64,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
65,MYC -- CCND1 -- E2F1 -- BAD -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- AKT1 -- CASP7
66,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CDK6 -- CASP7
67,MYC -- CCND1 -- E2F1 -- BAD -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
68,MYC -- CCND1 -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- AKT1 -- CASP7
69,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- CASP7
70,MYC -- CCND1 -- E2F1 -- CYCS -- PTMA -- CDK6 -- AKT1 -- CASP7
71,RBL2
72,MYC -- CCND1 -- BAX -- E2F1 -- BAD -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
73,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CDK6 -- CASP7
74,MYC -- CCND1 -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- AKT1 -- CASP7
75,MYC -- CCND1 -- E2F1 -- CYCS -- PTMA -- CDK6 -- CASP7
76,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- CASP7
77,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- CDK6 -- CASP7
78,MYC -- CCND1 -- E2F1 -- CYCS -- PTMA -- CDK6 -- AKT1 -- CASP7
79,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
80,RBL2
81,MYC -- CCND1 -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- AKT1 -- CASP7
82,MYC -- CCND1 -- E2F1 -- BAD -- CYCS -- PTMA -- CASP3 -- IGF1 -- CDK6 -- CASP7
83,MYC -- CCND1 -- BAX -- E2F1 -- CYCS -- PTMA -- IGF1 -- CDK6 -- CASP7
