ID,state
0,TNFRSF1A -- SMURF2 -- TNF -- TNFRSF1B -- TP53 -- NFKB1 -- MAPK8 -- JUN -- BIRC2 -- MYC -- TNFAIP3 -- CFLAR -- MAPK14 -- PTMA -- RHOA -- NR3C1 -- TGFB2 -- IL2 -- RELA -- RAC1 -- MAP2K7 -- IGF1 -- RET -- MAPK1 -- TNFRSF10B -- CASP3 -- AKT1 -- NFKB2 -- CASP2 -- MDM2 -- RPS6KA5 -- MAPK3 -- TRAF6 -- PPP1R13L -- MAPK9 -- LYN -- IRF1 -- FAS -- HTRA2 -- CASP8 -- CDK4 -- CDK6 -- CASP10 -- BAD -- SOD1 -- HNRNPK -- SMPD1 -- BRCA1 -- CDKN2A -- BAX -- FOXM1 -- CTBP1 -- TAF1 -- PLAC8 -- CASP9 -- APAF1 -- ALPI -- RASSF1 -- RANGAP1
1,TNFRSF1A -- TNF -- RIPK1 -- TP53 -- NFKB1 -- FOS -- BIRC2 -- BIRC3 -- SIRT1 -- RB1 -- TRAF1 -- MAPK14 -- PTMA -- RHOA -- TGFB2 -- RAC1 -- MAP2K7 -- VEGFA -- RET -- MAPK1 -- CASP3 -- NFKB2 -- E2F1 -- MAPK3 -- TRAF6 -- PPP1R13L -- IRF1 -- NFKBIA -- MYB -- CYCS -- BCL2 -- CDK6 -- OTUD7B -- RNF11 -- CASP10 -- PARP1 -- BAD -- CASP7 -- TNIK -- RBL2 -- BCL2L11 -- EIF4E -- BID -- TFDP1 -- CTBP1 -- RBL1 -- TAF1 -- PLAC8 -- CASP9 -- CCNG1 -- DIABLO -- APAF1 -- ALPI -- RANGAP1
2,TNFRSF1A -- TNF -- TNFRSF1B -- NFKB1 -- STAT1 -- BIRC2 -- SIRT1 -- RB1 -- EP300 -- CCND1 -- TRAF1 -- MAPK14 -- PTMA -- RHOA -- NR3C1 -- RAC1 -- MAP2K7 -- MAP3K1 -- IGF1 -- TGFB1 -- RET -- TRADD -- TRAF2 -- CASP3 -- KRT18 -- DAB2IP -- CASP2 -- E2F1 -- MAPK3 -- TRAF6 -- LYN -- FAS -- EIF4G2 -- HTRA2 -- NFKBIA -- CYCS -- BCL2 -- CASP8 -- CDK6 -- HNRNPK -- RPA4 -- BCL2L1 -- TNIK -- CDKN1A -- PSIP1 -- CDKN2A -- PELP1 -- BAX -- BAK1 -- EIF4E -- BID -- TFDP1 -- MCL1 -- CTBP1 -- PCNA -- TAF1 -- PLAC8 -- CCNG1 -- APAF1 -- ALPI
3,TNFRSF1A -- TNFRSF1B -- TP53 -- MAPK8 -- STAT1 -- FOS -- SIRT1 -- CCND1 -- CFLAR -- TRAF1 -- MAPK14 -- TGFB2 -- IL2 -- RELA -- FADD -- RAC1 -- MAP2K7 -- IGF1 -- MAP3K14 -- MAPK1 -- TNFRSF10B -- CASP3 -- AKT1 -- NFKB2 -- E2F1 -- TRAF6 -- PPP1R13L -- LYN -- IRF1 -- FAS -- EIF4G2 -- NFKBIA -- MYB -- CYCS -- HIP1 -- BCL2 -- OTUD7B -- BAD -- SOD1 -- BCL2L1 -- TNIK -- HTT -- BCL2L11 -- PELP1 -- BAX -- BAK1 -- EIF4E -- BID -- FOXM1 -- TFDP1 -- TAF1 -- PLAC8 -- CASP9 -- APAF1 -- RASSF1 -- RANGAP1
4,TNFRSF1A -- SMURF2 -- TNF -- RIPK1 -- TP53 -- BIRC2 -- BIRC3 -- FASLG -- RB1 -- CCND1 -- TRAF1 -- RHOA -- NR3C1 -- RAC1 -- MAP3K1 -- VEGFA -- TGFB1 -- MAP3K14 -- RET -- MAPK1 -- TRAF2 -- TNFRSF10B -- CASP3 -- KRT18 -- AKT1 -- ATM -- CHUK -- MAPK3 -- TRAF6 -- MAPK9 -- FAS -- HTRA2 -- MYB -- HIP1 -- CDK4 -- CDK6 -- RNF11 -- PARP1 -- HNRNPK -- RPA4 -- BCL2L1 -- SMPD1 -- TNIK -- BRCA1 -- CDKN2A -- BBC3 -- BCL2L11 -- PELP1 -- BAK1 -- EIF4E -- BID -- FOXM1 -- MCL1 -- CTBP1 -- RBL1 -- CASP9 -- DIABLO -- ALPI -- RANGAP1
5,SMURF2 -- TNF -- TNFRSF1B -- RIPK1 -- TP53 -- NFKB1 -- BIRC3 -- MYC -- RB1 -- EP300 -- CFLAR -- TRAF1 -- PTMA -- RHOA -- NR3C1 -- FADD -- RAC1 -- IGF1 -- TGFB1 -- MAP3K14 -- TNFRSF10B -- KRT18 -- ATM -- DAB2IP -- NFKB2 -- CASP2 -- E2F1 -- MDM2 -- CHUK -- RPS6KA5 -- MAPK3 -- TRAF6 -- PPP1R13L -- IRF1 -- EIF4G2 -- HTRA2 -- NFKBIA -- MYB -- BCL2 -- CASP8 -- OTUD7B -- RNF11 -- PARP1 -- BAD -- SOD1 -- RPA4 -- TNIK -- RBL2 -- CDKN1A -- HTT -- PSIP1 -- PELP1 -- BID -- TFDP1 -- CTBP1 -- RBL1 -- PCNA -- TAF1 -- CASP9 -- DIABLO -- APAF1 -- ALPI
6,SMURF2 -- TNFRSF1B -- TP53 -- MAPK8 -- STAT1 -- BIRC3 -- FASLG -- TNFAIP3 -- CFLAR -- TRAF1 -- PTMA -- RHOA -- TGFB2 -- RAC1 -- TGFB1 -- RET -- TRAF2 -- CASP3 -- AKT1 -- ATM -- NFKB2 -- CHUK -- TRAF6 -- MAPK9 -- EIF4G2 -- BCL2 -- CASP8 -- RNF11 -- PSEN1 -- BAD -- RPA4 -- HTT -- PSIP1 -- BBC3 -- BID -- FOXM1 -- MCL1 -- CTBP1 -- PCNA -- CASP9 -- APAF1
7,TNFRSF1A -- SMURF2 -- TNF -- TP53 -- MAPK8 -- STAT1 -- BIRC2 -- BIRC3 -- FASLG -- TRAF1 -- MAPK14 -- RHOA -- NR3C1 -- IL2 -- RELA -- RAC1 -- MAP3K1 -- VEGFA -- TGFB1 -- MAP3K14 -- TRADD -- TRAF2 -- KRT18 -- AKT1 -- CASP2 -- MDM2 -- RPS6KA5 -- TRAF6 -- PPP1R13L -- MAPK9 -- LYN -- IRF1 -- FAS -- HTRA2 -- MYB -- CYCS -- BCL2 -- CASP8 -- CDK4 -- CDK6 -- OTUD7B -- CASP10 -- PSEN1 -- RPA4 -- SMPD1 -- HTT -- CDKN2A -- BCL2L11 -- PELP1 -- BAX -- BAK1 -- EIF4E -- TFDP1 -- CTBP1 -- CASP9 -- CCNG1 -- DIABLO -- APAF1 -- ALPI -- RASSF1
8,TNF -- RIPK1 -- TP53 -- NFKB1 -- FOS -- BIRC2 -- SIRT1 -- RB1 -- TNFAIP3 -- EP300 -- CCND1 -- RHOA -- FADD -- RAC1 -- MAP3K1 -- IGF1 -- VEGFA -- TGFB1 -- CASP3 -- DAB2IP -- CASP2 -- E2F1 -- CHUK -- RPS6KA5 -- MAPK3 -- TRAF6 -- PPP1R13L -- MAPK9 -- IRF1 -- FAS -- EIF4G2 -- NFKBIA -- HIP1 -- BCL2 -- CASP8 -- CDK6 -- CASP10 -- PSEN1 -- HNRNPK -- RPA4 -- SMPD1 -- TNIK -- BRCA1 -- CDKN2A -- BBC3 -- PELP1 -- BAK1 -- TFDP1 -- MCL1 -- PCNA -- TAF1 -- CCNG1 -- DIABLO -- APAF1 -- ALPI
9,TNFRSF1A -- TNF -- TNFRSF1B -- RIPK1 -- TP53 -- NFKB1 -- BIRC2 -- SIRT1 -- FASLG -- MYC -- RB1 -- EP300 -- CFLAR -- PTMA -- NR3C1 -- RELA -- MAP3K1 -- VEGFA -- TGFB1 -- TRADD -- MAPK1 -- TNFRSF10B -- CASP3 -- AKT1 -- ATM -- NFKB2 -- CASP2 -- E2F1 -- CHUK -- MAPK3 -- IRF1 -- FAS -- HTRA2 -- NFKBIA -- BCL2 -- CASP8 -- CDK4 -- CDK6 -- OTUD7B -- RNF11 -- PARP1 -- BAD -- SOD1 -- HNRNPK -- RPA4 -- BCL2L1 -- RBL2 -- CDKN1A -- CDKN2A -- PELP1 -- BAK1 -- EIF4E -- TFDP1 -- CTBP1 -- TAF1 -- PLAC8 -- CASP9 -- CCNG1 -- RASSF1 -- RANGAP1
