request_index,round_index,tool_name,tool_call_id,is_mcp_tool,retry_count,success,error_msg,response_preview
0,0,ask_questions,call_RFmnv8giagjCfLL5cqpX0Lbk__vscode-1772019515148,False,0,True,,
0,1,activate_session_management_tools,call_trGPGZmSLemRfAQow9DSWYZs__vscode-1772019515149,False,0,True,,
0,2,mcp_neko_create_session,call_NqpD4FQSevpvzkfq0I4PMHqE__vscode-1772019515150,True,0,True,,
0,3,mcp_neko_create_network,call_uQkWbjFNHL00UgDqqb7Sz6gf__vscode-1772019515151,True,0,True,,
0,4,mcp_neko_remove_bimodal_interactions,call_Sp9LUTLTmtXUt1PWJ6cm2ayP__vscode-1772019515152,True,0,True,,
0,5,mcp_neko_export_network,call_ptpA4tdwr925AiJ7OqCdKmpG__vscode-1772019515153,True,0,True,,
0,6,mcp_maboss_bnet_to_bnd_and_cfg,call_IxrjjAVpNdUzXLoT4EBEKWkT__vscode-1772019515154,True,0,True,,
0,7,mcp_maboss_get_maboss_logical_rules,call_dBzaXacW6Zs4D4tRMpto2MIi__vscode-1772019515155,True,0,True,,
0,8,runSubagent,call_IKZYI9pyDpCjWogDHDv2EhJ3__vscode-1772019515156,False,0,True,,
0,9,mcp_maboss_bnet_to_bnd_and_cfg,call_BKsFDT0iDxr5YzbA8EqTPRjo__vscode-1772019515158,True,0,True,,
0,10,mcp_maboss_bnet_to_bnd_and_cfg,call_jeb5f9a3oJ56IPTuKqvc6Ns8__vscode-1772019515159,True,0,True,,
0,11,runSubagent,call_VSDfoWP6JNslvBUplAL2M1Zt__vscode-1772019515160,False,0,True,,
0,12,runSubagent,call_K12UzywQwpK10Rs6iA2bth2i__vscode-1772019515162,False,0,True,,
0,13,mcp_maboss_get_maboss_initial_state,call_yU37so0EiJIX1vHAPmeu6lxn__vscode-1772019515164,True,0,True,,
1,0,activate_node_configuration_tools,call_wspfnESMkLsbxRWTG7Z5449k__vscode-1772019515165,False,0,True,,
1,1,mcp_maboss_set_maboss_output_nodes,call_jJPtUwT1u44nX2WChckqiK5q__vscode-1772019515166,True,0,True,,
1,2,mcp_maboss_run_simulation,call_KA5QIM9jDBXTyGa4Vzf4pt8B__vscode-1772019515167,True,0,True,,
1,3,mcp_maboss_get_simulation_result,call_PjaW0gZDo698ThE49qq9ExEe__vscode-1772019515168,True,0,True,,
1,4,mcp_maboss_simulate_mutation,call_khvnvTE3V2jAV17ipiFBjm7S__vscode-1772019515169,True,0,True,,
1,5,mcp_maboss_simulate_mutation,call_8W4kZ5EwMNQbBMwPOCWezXuy__vscode-1772019515170,True,0,True,,
