request_index,round_index,tool_name,tool_call_id,retry_count,success,error_msg,response_preview
0,0,mcp_physicell_create_session,call_UEzb6LZDthGlNokuPJ8AJ8SM__vscode-1755185534592,0,True,,
0,1,mcp_physicell_load_xml_configuration,call_jrLKHYoG4U8uQj7rUyFsG2Zd__vscode-1755185534593,0,True,,
0,2,mcp_physicell_analyze_loaded_configuration,call_ZctBeA9urAh67xyV4JYFpukP__vscode-1755185534594,0,True,,
0,3,mcp_physicell_analyze_biological_scenario,call_0A2jZCUZobirdK4HRsjYXghQ__vscode-1755185534595,0,True,,
0,4,mcp_physicell_list_all_available_signals,call_BQlbAss7gCf1V7IpBatgn2AH__vscode-1755185534596,0,True,,
0,5,mcp_physicell_list_all_available_behaviors,call_0EULgymQE2fWlw8l7zgUAMqv__vscode-1755185534597,0,True,,
0,6,mcp_physicell_list_loaded_components,call_ghjaz19BPiQ6iuyAWUCDLnry__vscode-1755185534598,0,True,,
0,6,mcp_physicell_get_workflow_status,call_asN4vgp2B2C6qRrFoDakN16O__vscode-1755185534599,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_4tylZfeHNhodWXQHnfL4dyXy__vscode-1755185534600,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_41Ry1F4dyqkyS7gHsQFo8EmD__vscode-1755185534601,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_rXawo4gJTud4YgzJckpaLOWu__vscode-1755185534602,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_nRBpoEVFas1vRc1uGjmDXIdS__vscode-1755185534603,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_OSMVbZIfSuMV8CZhaWY2oI2r__vscode-1755185534604,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_DFtClkMfRflBw5lFVe78Qp9R__vscode-1755185534605,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_KeiSctyvoWPK3hKHGKSsyA0F__vscode-1755185534606,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_E1VlXIfsMmtJnFlFOO1lgW98__vscode-1755185534607,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_FHmif3VxG61zlInptAS7Kvy8__vscode-1755185534608,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_fJABWwKRr6OKbtCuzzQ9fhyT__vscode-1755185534609,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_am7xGSHaTMWk7Xuw3dprkQoI__vscode-1755185534610,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_7gjij0gxlxI18h68GQ588Ea0__vscode-1755185534611,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_U71u4tqUEGvxAMWW01MH6r1a__vscode-1755185534612,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_zfio3lyJDshHuoUKtXFCHCMH__vscode-1755185534613,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_VDFP32v59poLA7LSBM73UhdI__vscode-1755185534614,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_L0OyPrQihdLOSXZoHtpsxSHS__vscode-1755185534615,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_fDh4qAbai9PuwmfnqGIznPWc__vscode-1755185534616,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_rYgcFpUCzFL9BfyVNWO2iX4C__vscode-1755185534617,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_kvnIonCc0YeTBr5s0sepQQZe__vscode-1755185534618,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_kTdCqwF1nXoAwDXE25DfJlFK__vscode-1755185534619,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_1DNiVObMXuYL6klVWvsYX2uH__vscode-1755185534620,0,True,,
0,7,mcp_physicell_add_single_cell_rule,call_Ep9hLeVMrSP2CSRdNs5XGxuH__vscode-1755185534621,0,True,,
0,8,mcp_physicell_export_cell_rules_csv,call_uOYRDzAfISNpoPuXituW28Yc__vscode-1755185534622,0,True,,
0,9,mcp_physicell_export_xml_configuration,call_KszNagB1VKvXWrtGEmRFMB6r__vscode-1755185534623,0,True,,
